frame_idx,pred_bins_on_omega,omega_bins,pred_ratio_on_omega,points_in_frame,total_bins,lat_pred_ms_from_frame,lat_omega_ms_from_frame
0,501,4992,0.10036057692307693,121438,16384,1044.920151,1043.079864
1,501,4997,0.1002601560936562,121447,16384,30.220758,28.048734
2,500,4985,0.10030090270812438,121460,16384,27.795811,25.335504
3,497,4970,0.1,121523,16384,29.290599999999998,27.489289
4,496,4954,0.10012111425111021,121487,16384,28.985773,27.096079999999997
5,498,4962,0.1003627569528416,121512,16384,28.675857999999998,26.575865
6,497,4969,0.1000201247735963,121547,16384,29.176361,27.234572999999997
7,498,4965,0.10030211480362537,121644,16384,30.106233,28.138589
8,496,4957,0.10006052047609441,121564,16384,28.967724999999998,26.994065
9,496,4959,0.10002016535591854,121486,16384,28.957869,26.922227
10,492,4919,0.10002032933523074,121298,16384,29.169000999999998,27.098287
11,492,4915,0.10010172939979654,121288,16384,29.45018,27.338379
12,492,4901,0.10038767598449296,121155,16384,29.065099999999997,27.038128999999998
13,492,4916,0.1000813669650122,121180,16384,28.794383999999997,26.710165999999997
14,491,4906,0.10008153281695882,120786,16384,29.164298,27.098736
15,492,4916,0.1000813669650122,120844,16384,29.078986999999998,27.034672
16,492,4912,0.1001628664495114,120499,16384,29.02622,26.812789
17,491,4906,0.10008153281695882,120326,16384,29.075754999999997,27.086606999999997
18,488,4880,0.1,120586,16384,29.34151,27.314602999999998
19,489,4888,0.10004091653027823,120425,16384,29.54781,27.545638999999998
20,491,4906,0.10008153281695882,120357,16384,29.206697,27.154349999999997
21,492,4917,0.10006101281269067,120238,16384,28.881711,26.824531999999998
22,491,4907,0.10006113715100877,119884,16384,28.898861999999998,26.872595999999998
23,490,4899,0.10002041232904675,120038,16384,28.981613,26.913811
24,492,4904,0.100326264274062,119830,16384,28.627316,26.563064999999998
25,490,4894,0.10012259910093993,119748,16384,28.731346,26.63148
26,490,4891,0.1001840114496013,119453,16384,28.574004,26.492475
27,491,4908,0.10004074979625102,119439,16384,28.611987,26.586295999999997
28,491,4908,0.10004074979625102,119547,16384,28.763824999999997,26.752309999999998
29,494,4938,0.10004050222762252,119906,16384,28.726609999999997,26.656568
30,496,4959,0.10002016535591854,119559,16384,29.164842,27.137390999999997
31,496,4959,0.10002016535591854,119304,16384,28.737168999999998,26.648343999999998
32,495,4948,0.10004042037186742,119141,16384,28.57858,26.651704
33,495,4941,0.10018214936247723,118961,16384,30.861098,28.832496
34,495,4942,0.10016187778227438,118848,16384,31.102021999999998,29.078283
35,495,4946,0.10008087343307723,118619,16384,30.984872,28.972652999999998
36,496,4958,0.100040338846309,118683,16384,30.818027999999998,28.759121999999998
37,496,4955,0.10010090817356206,118678,16384,30.719981999999998,28.684275
38,496,4952,0.10016155088852989,118679,16384,31.165861,29.111786
39,496,4951,0.10018178145829125,118328,16384,30.902569,28.81224
40,497,4955,0.10030272452068617,118287,16384,30.686286,28.664659
41,496,4960,0.1,118464,16384,31.216772,29.108106
42,497,4962,0.10016122531237404,118236,16384,30.961769,28.859664
43,496,4953,0.10014132848778518,118207,16384,30.903561999999997,28.793905
44,496,4954,0.10012111425111021,118216,16384,30.794795999999998,28.706066
45,498,4973,0.10014076010456464,118203,16384,31.290819,28.887631
46,496,4956,0.10008071025020178,118043,16384,30.677486,28.618868
47,495,4948,0.10004042037186742,118039,16384,30.966248,28.906029999999998
48,495,4949,0.10002020610224288,117699,16384,30.911306,28.846574999999998
49,496,4960,0.1,117704,16384,30.811339,28.740368999999998
50,495,4946,0.10008087343307723,117676,16384,30.917576999999998,28.794159999999998
51,496,4957,0.10006052047609441,117603,16384,31.073318999999998,28.947598
52,497,4963,0.1001410437235543,117530,16384,30.764588999999997,28.630803999999998
53,496,4957,0.10006052047609441,117426,16384,30.436659,28.408248
54,497,4967,0.10006039863096436,117423,16384,30.825675,28.760272999999998
55,497,4962,0.10016122531237404,117266,16384,30.650062,28.630931
56,497,4969,0.1000201247735963,117359,16384,30.670574,28.662675
57,497,4970,0.1,117236,16384,30.645294999999997,28.597013
58,497,4963,0.1001410437235543,117148,16384,30.415858,28.381591999999998
59,496,4958,0.100040338846309,117202,16384,30.480145999999998,28.446775
60,497,4961,0.10018141503729087,117226,16384,30.950825,28.899727
61,497,4965,0.10010070493454179,117256,16384,30.820524,28.734354
62,498,4972,0.1001609010458568,117260,16384,31.022631999999998,28.978316999999997
63,498,4974,0.10012062726176116,117086,16384,30.528496999999998,28.421943
64,499,4985,0.10010030090270812,116993,16384,30.519505,28.424118999999997
65,497,4967,0.10006039863096436,116737,16384,30.531153,28.463479
66,497,4968,0.1000402576489533,116511,16384,30.843498999999998,28.772752999999998
67,498,4972,0.1001609010458568,116268,16384,30.764460999999997,28.788369
68,498,4976,0.10008038585209003,116282,16384,30.738380999999997,28.67157
69,500,4992,0.10016025641025642,116092,16384,30.705741,28.640946999999997
70,499,4988,0.10004009623095429,115783,16384,30.396562999999997,28.373976
71,499,4985,0.10010030090270812,115469,16384,30.451857999999998,28.331833
72,498,4979,0.10002008435428801,115023,16384,30.636591,28.584885
73,500,4994,0.1001201441730076,114519,16384,30.380179,28.308601
74,499,4990,0.1,114249,16384,30.090745,27.967775999999997
75,500,4992,0.10016025641025642,113859,16384,30.283893,28.358967999999997
76,501,5004,0.10011990407673861,114046,16384,30.218325999999998,28.055388999999998
77,502,5017,0.10005979669124974,114045,16384,30.152824,28.048606
78,501,5010,0.1,114131,16384,30.571247999999997,28.298073
79,501,5010,0.1,114037,16384,30.048665,27.942496
80,502,5018,0.10003985651654046,113836,16384,30.022458,27.9488
81,502,5015,0.10009970089730807,113674,16384,29.987546,27.879873
82,501,5010,0.1,113526,16384,30.060184999999997,27.972542999999998
83,504,5032,0.10015898251192369,113457,16384,29.793566,27.767044
84,503,5024,0.10011942675159236,113331,16384,30.078553,28.095260999999997
85,504,5032,0.10015898251192369,113272,16384,30.006937999999998,27.944544
86,502,5020,0.1,113011,16384,30.323828,28.227418999999998
87,502,5017,0.10005979669124974,112979,16384,29.937596,27.856002
88,503,5022,0.10015929908403026,112831,16384,29.924156,27.827458
89,502,5016,0.10007974481658692,112875,16384,30.048952999999997,28.045469999999998
90,502,5015,0.10009970089730807,112679,16384,30.478928999999997,28.664465999999997
91,502,5012,0.10015961691939346,112629,16384,29.901339999999998,27.81549
92,502,5011,0.10017960486928756,112376,16384,29.930044,27.859489999999997
93,501,5005,0.1000999000999001,112387,16384,29.894811999999998,27.863681999999997
94,502,5012,0.10015961691939346,112170,16384,29.742047,27.656229999999997
95,503,5021,0.10017924716191993,111963,16384,29.739071,27.615398
96,501,5009,0.10001996406468357,111904,16384,30.017561999999998,27.936415999999998
97,502,5014,0.10011966493817312,111720,16384,29.972762999999997,27.918464
98,502,5016,0.10007974481658692,111605,16384,29.810494,27.729699999999998
99,503,5024,0.10011942675159236,111442,16384,29.769662999999998,27.718148
100,503,5025,0.10009950248756219,111157,16384,29.368326,27.309611999999998
101,503,5030,0.1,111086,16384,29.624129,27.581381999999998
102,504,5031,0.1001788908765653,111047,16384,32.763335999999995,30.673838
103,504,5034,0.10011918951132301,111009,16384,31.58803,29.721663999999997
104,503,5025,0.10009950248756219,110819,16384,31.466047999999997,29.431877
105,503,5022,0.10015929908403026,110655,16384,31.588092999999997,29.533091
106,502,5016,0.10007974481658692,110434,16384,30.927944999999998,28.838447
107,502,5018,0.10003985651654046,110077,16384,30.730797,28.653843
108,502,5017,0.10005979669124974,109769,16384,30.948617,28.881262999999997
109,501,5009,0.10001996406468357,109492,16384,31.544317999999997,29.522050999999998
110,502,5002,0.10035985605757697,109224,16384,31.098502,29.05086
111,501,5010,0.1,108943,16384,30.572367,28.624339
112,502,5011,0.10017960486928756,108557,16384,30.841770999999998,28.779024
113,501,5008,0.10003993610223642,108440,16384,30.429043,28.403512
114,502,5013,0.10013963694394575,108397,16384,30.368755,28.345304
115,502,5018,0.10003985651654046,108371,16384,30.738668999999998,28.660370999999998
116,502,5019,0.10001992428770672,108418,16384,30.435506,28.358967999999997
117,503,5026,0.10007958615200956,108573,16384,30.194519,28.140285
118,503,5027,0.1000596777402029,108786,16384,30.634831,28.552564999999998
119,502,5019,0.10001992428770672,108874,16384,30.566575999999998,28.529045
120,503,5028,0.10003977724741447,108979,16384,31.740185999999998,29.694336
121,503,5024,0.10011942675159236,109193,16384,1040.026194,1038.233234
122,503,5026,0.10007958615200956,109420,16384,30.056217,28.107004999999997
123,503,5021,0.10017924716191993,109483,16384,29.336613999999997,27.351051
124,502,5017,0.10005979669124974,109665,16384,29.873404999999998,28.061086
125,502,5015,0.10009970089730807,109838,16384,29.783773999999998,27.794051
126,502,5014,0.10011966493817312,109894,16384,29.668160999999998,27.709957
127,501,5009,0.10001996406468357,109859,16384,29.889501,27.899969
128,501,5008,0.10003993610223642,109898,16384,1043.172216,1041.229051
129,501,5004,0.10011990407673861,110022,16384,29.914236,27.956319999999998
130,500,4998,0.10004001600640255,110106,16384,30.181911,28.201307
131,501,5001,0.10017996400719856,110135,16384,29.407974,27.416106
132,501,5009,0.10001996406468357,110278,16384,29.682785,27.688132999999997
133,501,5005,0.1000999000999001,110229,16384,29.748927,27.759650999999998
134,501,5009,0.10001996406468357,110272,16384,29.947163999999997,27.952448
135,502,5014,0.10011966493817312,110328,16384,30.004986,28.13318
136,502,5018,0.10003985651654046,110275,16384,29.859101,27.864960999999997
137,503,5022,0.10015929908403026,110141,16384,30.119448,28.162011999999997
138,503,5023,0.10013935894883536,110179,16384,29.937434999999997,27.986783
139,502,5015,0.10009970089730807,109932,16384,29.853628999999998,27.868865
140,502,5018,0.10003985651654046,109725,16384,29.947611,27.992479
141,503,5023,0.10013935894883536,109599,16384,29.199593,27.238381
142,502,5020,0.1,109457,16384,29.656032,27.673765
143,502,5016,0.10007974481658692,109444,16384,29.827389999999998,27.855553999999998
144,502,5017,0.10005979669124974,109281,16384,30.024441999999997,28.038846
145,502,5019,0.10001992428770672,109247,16384,30.331732,28.387287999999998
146,503,5022,0.10015929908403026,109222,16384,29.932827999999997,27.933633
147,502,5017,0.10005979669124974,109228,16384,30.053689,28.062078
148,502,5015,0.10009970089730807,109276,16384,30.009242,28.056189999999997
149,502,5013,0.10013963694394575,109170,16384,29.747007,27.751459999999998
150,501,5004,0.10011990407673861,109289,16384,30.867659,28.911759
151,502,5012,0.10015961691939346,109345,16384,28.975309,27.004689
152,502,5011,0.10017960486928756,109298,16384,29.597378,27.598599
153,502,5013,0.10013963694394575,109278,16384,29.851453,27.891201
154,503,5027,0.1000596777402029,109324,16384,29.721856,27.720837
155,502,5018,0.10003985651654046,109240,16384,29.527043,27.566727
156,502,5014,0.10011966493817312,109171,16384,30.084920999999998,28.110716999999998
157,502,5016,0.10007974481658692,109178,16384,1045.861063,1043.87278
158,503,5023,0.10013935894883536,109237,16384,1046.005253,1044.037641
159,503,5029,0.10001988466892026,109276,16384,30.02393,28.045693999999997
160,504,5036,0.10007942811755362,109285,16384,29.538435,27.566663
161,504,5038,0.1000396982929734,109336,16384,29.359333999999997,27.422473
162,504,5034,0.10011918951132301,109354,16384,30.133495999999997,28.139643999999997
163,505,5041,0.10017853600476095,109294,16384,30.122232,28.112285
164,504,5031,0.1001788908765653,109271,16384,30.056217,28.088061
165,505,5042,0.10015866719555731,109302,16384,29.966939,27.954079999999998
166,505,5043,0.10013880626611144,109327,16384,30.221142,28.249146
167,506,5058,0.10003954132068012,109335,16384,30.219319,28.21446
168,505,5050,0.1,109441,16384,29.498179,27.544487
169,505,5047,0.10005944125222904,109259,16384,30.181110999999998,28.183196
170,506,5053,0.10013853156540668,109543,16384,1045.3715359999999,1043.423476
171,506,5057,0.10005932370970931,109571,16384,30.096953,28.117085
172,506,5055,0.10009891196834816,109568,16384,29.903772,27.925376999999997
173,507,5061,0.1001778304682869,109488,16384,29.809661,27.823138
174,507,5066,0.10007895775759969,109466,16384,29.132778,27.165038
175,506,5058,0.10003954132068012,109527,16384,29.399525999999998,27.478600999999998
176,507,5062,0.10015804030027657,109547,16384,29.492804,27.508584
177,507,5068,0.10003946329913181,109585,16384,29.281799,27.308875
178,508,5071,0.10017747978702425,109648,16384,29.434276999999998,27.444488999999997
179,507,5064,0.10011848341232228,109639,16384,29.651649,27.694212999999998
180,507,5063,0.10013825794983211,109613,16384,30.807178999999998,28.947245
181,506,5054,0.1001187178472497,109567,16384,29.24628,27.296236
182,506,5058,0.10003954132068012,109491,16384,30.296725,28.321465
183,506,5057,0.10005932370970931,109464,16384,30.110104,28.146012
184,506,5056,0.10007911392405064,109474,16384,29.618529,27.621862
185,506,5052,0.10015835312747427,109457,16384,29.524867,27.564038999999998
186,505,5043,0.10013880626611144,109396,16384,29.748479,27.724517
187,503,5030,0.1,109430,16384,29.633633,27.640741
188,504,5034,0.10011918951132301,109343,16384,30.24159,28.296826
189,505,5045,0.10009910802775025,109388,16384,30.259286,28.282266
190,504,5031,0.1001788908765653,109300,16384,29.992123,28.022910999999997
191,505,5043,0.10013880626611144,109291,16384,29.068427,27.080688
192,504,5040,0.1,109225,16384,29.927259,27.946431999999998
193,505,5043,0.10013880626611144,109185,16384,29.894972,27.952992
194,504,5035,0.10009930486593843,109191,16384,30.043993999999998,28.038622999999998
195,504,5040,0.1,109185,16384,30.02553,28.051005999999997
196,505,5045,0.10009910802775025,109109,16384,29.632064999999997,27.678372999999997
197,504,5038,0.1000396982929734,109107,16384,29.816157999999998,27.816706
198,504,5033,0.10013908205841446,109132,16384,30.008889999999997,28.052702
199,504,5033,0.10013908205841446,109075,16384,30.341108,28.352824
200,502,5020,0.1,109044,16384,29.864285,27.887456999999998
201,502,5018,0.10003985651654046,108989,16384,28.932302,26.952178999999997
202,503,5022,0.10015929908403026,109047,16384,30.081560999999997,28.082974
203,502,5014,0.10011966493817312,109054,16384,29.788349999999998,27.824994
204,502,5019,0.10001992428770672,109036,16384,30.138008,28.150653
205,502,5016,0.10007974481658692,108962,16384,29.852189,27.894273
206,502,5019,0.10001992428770672,108906,16384,30.01337,28.04931
207,502,5018,0.10003985651654046,108786,16384,30.056600999999997,28.062621999999998
208,502,5018,0.10003985651654046,108844,16384,30.295828999999998,28.339320999999998
209,502,5018,0.10003985651654046,108718,16384,30.038522,28.054077999999997
210,502,5020,0.1,108637,16384,30.615439,28.679762999999998
211,503,5024,0.10011942675159236,108374,16384,28.611828,26.752086
212,502,5019,0.10001992428770672,108193,16384,29.759199,27.759075
213,502,5018,0.10003985651654046,107878,16384,29.854620999999998,27.711332
214,502,5013,0.10013963694394575,107878,16384,29.118347,27.138191
215,502,5015,0.10009970089730807,107561,16384,29.529602999999998,27.574087
216,502,5017,0.10005979669124974,107395,16384,29.472548,27.477801
217,501,5008,0.10003993610223642,107073,16384,29.805180999999997,27.968446999999998
218,502,5015,0.10009970089730807,106712,16384,29.611328999999998,27.704259999999998
219,502,5017,0.10005979669124974,106596,16384,29.656416,27.661029
220,502,5013,0.10013963694394575,106137,16384,29.764478999999998,27.864993
221,501,5009,0.10001996406468357,105892,16384,28.483031,26.488635
222,501,5009,0.10001996406468357,105544,16384,29.272167999999997,27.272653
223,502,5014,0.10011966493817312,105523,16384,29.414244999999998,27.423689
224,503,5021,0.10017924716191993,105353,16384,29.224904,27.219020999999998
225,501,5008,0.10003993610223642,105347,16384,29.118955,27.138126999999997
226,502,5012,0.10015961691939346,105452,16384,29.254312,27.350251
227,502,5014,0.10011966493817312,105634,16384,29.279016,27.236621
228,502,5015,0.10009970089730807,105639,16384,29.424773,27.481353
229,502,5017,0.10005979669124974,105826,16384,29.524739,27.530503999999997
230,501,5006,0.10007990411506193,105954,16384,29.487043,27.5154
231,501,5009,0.10001996406468357,105953,16384,28.437078999999997,26.429019999999998
232,501,5010,0.1,106227,16384,29.730687,27.750370999999998
